JobTitle,JobCategory,Salary,Location,SkillsRequired,JobSummary
Civil Engineer,Engineering and Science,£26000,Leeds,"['Project Management Software', 'Mechanical Design', 'Engineering Design']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Supply Chain Analyst,Finance and Business,£28000,Manchester,"['Market Research', 'Regulatory Compliance', 'Reporting']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Nurse,Administrative,£27000,Leeds,"['Talent Acquisition', 'Training and Development', 'Client Management']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Content Writer,Marketing and Creative,£31000,London,"['Brand Strategy', 'Adobe Creative Suite', 'Content Management Systems']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Product Designer,Marketing and Creative,£31000,Nottingham,"['User Research', 'Social Media Marketing', 'Content Management Systems']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Civil Engineer,Engineering and Science,£30000,Cambridge,"['Engineering Design', 'Mechanical Design', 'Product Development']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Sales Executive,Marketing and Creative,£35000,Birmingham,"['Google Analytics', 'User Research', 'Adobe Creative Suite']",Must be able to develop and execute sales strategies to meet business objectives.
Public Relations Officer,Marketing and Creative,£25000,London,"['Graphic Design', 'Market Research', 'SEO Optimisation']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Digital Marketing Specialist,Marketing and Creative,£29000,London,"['Brand Strategy', 'SEO Optimisation', 'Campaign Management']","Implement digital marketing strategies, including SEO, PPC, and social media."
Corporate Finance Analyst,Finance and Business,£29000,Birmingham,"['Quantitative Analysis', 'Budgeting', 'Reporting']","Support corporate finance activities including budgeting, forecasting, and financial planning."
IT Support Specialist,Technology and Data,£33000,Sheffield,"['Big Data Technologies', 'Machine Learning', 'APIs']",You will have to provide technical support and troubleshooting for hardware and software issues.
Risk Analyst,Finance and Business,£30000,Liverpool,"['Financial Modeling', 'Bookkeeping', 'Financial Reporting']",You must be able to identify and assess potential risks to the organisation.
Recruitment Consultant,Administrative,£21000,Leeds,"['Performance Appraisal Systems', 'Office Management', 'Recruitment']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Business Development Executive,Finance and Business,£30000,Bristol,"['Bookkeeping', 'Reporting', 'Analytical Skills']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Supply Chain Analyst,Finance and Business,£30000,Leeds,"['Financial Analysis', 'Financial Forecasting', 'Business Strategy']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Business Analyst,Finance and Business,£28000,Birmingham,"['Financial Modeling', 'Business Strategy', 'Regulatory Compliance']",Identify business needs and develop solutions to enhance processes and operations.
Data Scientist,Technology and Data,£31000,Bristol,"['Data Analysis', 'Big Data Technologies', 'Django']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Health and Safety Advisor,Engineering and Science,£30000,Nottingham,"['Lab Techniques', 'Research Methodology', 'CAD Software']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Data Scientist,Technology and Data,£28000,Bristol,"['Data Analysis', 'Big Data Technologies', 'Docker']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Digital Marketing Specialist,Marketing and Creative,£33000,Newcastle,"['Content Management Systems', 'SEO Optimisation', 'Brand Strategy']","Implement digital marketing strategies, including SEO, PPC, and social media."
Teacher,Administrative,£22000,Liverpool,"['Employee Relations', 'Organisational Skills', 'Office Management']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Audit Associate,Finance and Business,£23000,Manchester,"['Risk Assessment', 'Financial Reporting', 'Project Management']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Nurse,Administrative,£21000,Bristol,"['Communication', 'Performance Appraisal Systems', 'Payroll Management']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Software Developer,Technology and Data,£22000,Leeds,"['ETL', 'Django', 'Docker']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Pharmaceutical Sales Representative,Engineering and Science,£24000,Nottingham,"['Statistical Analysis', 'Data Analysis', 'Regulatory Compliance']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Nurse,Administrative,£34000,Bristol,"['Performance Appraisal Systems', 'Payroll Management', 'Employee Relations']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Content Writer,Marketing and Creative,£22000,Cambridge,"['Digital Marketing', 'Google Analytics', 'PPC Advertising']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
