JobTitle,JobCategory,Salary,Location,SkillsRequired,JobSummary
Marketing Executive,Marketing and Creative,£28000,Bristol,"['Brand Strategy', 'Analytics', 'Email Marketing']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Quantity Surveyor,Engineering and Science,£20000,Nottingham,"['Engineering Design', 'Mechanical Design', 'Problem Solving']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Web Developer,Technology and Data,£35000,London,"['Data Visualisation', 'Data Analysis', 'Big Data Technologies']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Social Media Manager,Marketing and Creative,£31000,Nottingham,"['Graphic Design', 'Content Management Systems', 'Brand Strategy']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Web Developer,Technology and Data,£30000,Birmingham,"['Python Programming', 'SQL', 'Django']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Supply Chain Analyst,Finance and Business,£34000,London,"['Financial Modeling', 'Bookkeeping', 'Financial Forecasting']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Mechanical Engineer,Engineering and Science,£25000,Liverpool,"['Simulation Software', 'Data Analysis', 'Problem Solving']","Design machinery and equipment, and troubleshoot engineering issues."
Biomedical Scientist,Engineering and Science,£32000,Bristol,"['Research Methodology', 'Problem Solving', 'Simulation Software']",Conduct research and analyse biological samples to support medical and clinical studies.
Investment Banking Analyst,Finance and Business,£25000,Liverpool,"['Reporting', 'Regulatory Compliance', 'Risk Assessment']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Financial Analyst,Finance and Business,£34000,Newcastle,"['Financial Reporting', 'Regulatory Compliance', 'Bookkeeping']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Audit Associate,Finance and Business,£21000,Birmingham,"['Project Management', 'Regulatory Compliance', 'Budgeting']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Graphic Designer,Marketing and Creative,£32000,Birmingham,"['Campaign Management', 'SEO Optimisation', 'Market Research']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Business Analyst,Finance and Business,£35000,Bristol,"['Quantitative Analysis', 'Bookkeeping', 'Budgeting']",Identify business needs and develop solutions to enhance processes and operations.
Digital Marketing Specialist,Marketing and Creative,£21000,Newcastle,"['Content Management Systems', 'User Research', 'Adobe Creative Suite']","Implement digital marketing strategies, including SEO, PPC, and social media."
Data Scientist,Technology and Data,£28000,Nottingham,"['Cloud Computing', 'Docker', 'SQL']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Content Writer,Marketing and Creative,£28000,Nottingham,"['SEO Optimisation', 'Social Media Marketing', 'Content Management Systems']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
IT Support Specialist,Technology and Data,£34000,Cambridge,"['Data Warehousing', 'Version Control', 'Data Analysis']",You will have to provide technical support and troubleshooting for hardware and software issues.
Electrical Engineer,Engineering and Science,£22000,Manchester,"['Technical Writing', 'Simulation Software', 'Prototyping']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Financial Analyst,Finance and Business,£22000,Birmingham,"['Financial Reporting', 'Regulatory Compliance', 'Project Management']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Sales Executive,Marketing and Creative,£30000,Manchester,"['Google Analytics', 'Graphic Design', 'Adobe Creative Suite']",Must be able to develop and execute sales strategies to meet business objectives.
Biomedical Scientist,Engineering and Science,£31000,Bristol,"['CAD Software', 'Technical Writing', 'Mechanical Design']",Conduct research and analyse biological samples to support medical and clinical studies.
Electrical Engineer,Engineering and Science,£26000,Liverpool,"['Prototyping', 'Data Analysis', 'Research Methodology']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Business Development Executive,Finance and Business,£24000,Manchester,"['Budgeting', 'Financial Analysis', 'Bookkeeping']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Digital Marketing Specialist,Marketing and Creative,£26000,Birmingham,"['Email Marketing', 'Google Analytics', 'Content Creation']","Implement digital marketing strategies, including SEO, PPC, and social media."
Data Scientist,Technology and Data,£21000,Liverpool,"['Data Warehousing', 'Data Analysis', 'Big Data Technologies']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Recruitment Consultant,Administrative,£24000,Manchester,"['Recruitment', 'Organisational Skills', 'Training and Development']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Health and Safety Advisor,Engineering and Science,£26000,Nottingham,"['Engineering Design', 'Finite Element Analysis', 'Simulation Software']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Teacher,Administrative,£32000,Leeds,"['Training and Development', 'Communication', 'Performance Appraisal Systems']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
